days,travellers,daily_budget,distance_km,month,interests,category,season,total_spend
6,6,4280,397.5,1,adventure,beach,winter,163620.0
9,2,3798,544.5,11,wildlife hills tea,beach,autumn,72720.0
5,2,4640,558.4,4,hills food beach,mountain,summer,50867.2
5,5,1822,365.5,9,heritage shopping food,heritage,monsoon,52860.0
9,2,3131,261.7,9,sunset,city,monsoon,58451.6
8,2,7669,231.0,12,heritage wildlife lake,nature,autumn,124552.0
9,1,1557,495.1,2,shopping food,beach,winter,15993.4
6,3,5374,393.9,12,food,city,autumn,101458.79999999999
6,3,5585,64.8,1,beach shopping,heritage,winter,101307.59999999999
1,4,4216,102.5,11,beach food,nature,autumn,18504.0
9,2,1041,542.1,8,adventure tea,beach,monsoon,23074.8
9,5,1047,533.0,6,hills lake wildlife,city,monsoon,57775.0
14,5,2784,572.1,5,adventure,beach,monsoon,206322.0
8,3,1538,268.2,2,shopping,heritage,winter,40130.399999999994
7,2,1478,474.8,10,adventure,nature,autumn,24490.4
1,4,1952,500.4,9,sunset,nature,monsoon,15814.4
3,5,2173,203.1,12,food heritage,nature,autumn,36657.0
5,3,6837,104.3,9,adventure,mountain,monsoon,103806.59999999999
6,2,5398,598.3,12,tea adventure heritage,nature,autumn,69562.4
6,4,1018,37.5,11,sunset wildlife,mountain,autumn,25032.0
6,3,5325,366.5,6,adventure,nature,monsoon,100248.0
11,3,1784,397.1,9,wildlife shopping,heritage,monsoon,63637.200000000004
2,3,3831,415.4,4,shopping beach food,heritage,summer,27970.800000000003
5,2,1073,168.3,10,sunset food shopping,beach,autumn,12076.4
3,5,1449,438.5,8,sunset,city,monsoon,30505.0
5,3,1754,145.5,6,sunset hills wildlife,beach,monsoon,28056.0
10,3,3920,500.8,8,tea,mountain,monsoon,123609.59999999999
1,4,4134,147.1,4,food heritage hills,mountain,summer,18889.6
5,3,3339,424.1,8,heritage food,mountain,monsoon,55174.200000000004
1,1,5265,474.4,6,lake shopping wildlife,mountain,monsoon,7162.6
14,6,5987,129.6,4,hills lake,mountain,summer,506018.39999999997
11,1,6046,158.0,12,hills lake,nature,autumn,67138.0
4,4,4968,471.9,1,shopping,heritage,winter,87038.4
3,2,4728,69.9,10,tea,city,autumn,28927.2
2,2,4339,130.6,3,food tea,mountain,summer,18400.8
7,1,2513,284.2,3,adventure hills,mountain,summer,18727.8
11,6,4306,559.5,2,beach,heritage,winter,297624.0
9,3,872,345.9,2,hills tea,beach,winter,27694.800000000003
13,3,7757,244.9,2,shopping hills heritage,nature,winter,305461.80000000005
5,5,3464,587.5,10,adventure heritage beach,mountain,autumn,98350.0
4,1,6245,289.0,12,heritage,heritage,autumn,26136.0
7,4,7688,271.6,8,shopping wildlife adventure,beach,monsoon,219609.6
3,3,4378,258.8,1,hills lake sunset,city,winter,42507.600000000006
14,4,7005,201.1,11,beach hills food,mountain,autumn,395497.6
3,1,4250,208.9,8,lake beach hills,nature,monsoon,13585.6
7,6,1752,418.9,7,sunset lake heritage,nature,monsoon,83637.6
8,2,990,43.7,12,adventure food,nature,autumn,16189.6
1,5,1776,415.5,5,wildlife,nature,monsoon,17190.0
7,5,7586,136.7,5,lake,mountain,monsoon,268244.0
7,3,4220,242.8,10,beach adventure,heritage,autumn,91533.6
4,1,3098,105.0,7,beach food hills,nature,monsoon,12812.0
2,2,4011,340.6,9,heritage food,mountain,monsoon,18768.8
1,5,2642,443.0,9,tea,mountain,monsoon,22070.0
1,6,7067,225.7,11,food tea,nature,autumn,47818.8
7,6,7995,114.8,4,shopping sunset,city,summer,338545.19999999995
2,2,1411,151.4,1,adventure food,city,winter,6855.2
14,4,5974,494.5,6,adventure,mountain,monsoon,342456.0
4,1,3216,175.2,8,shopping beach,mountain,monsoon,13564.8
10,5,1141,469.3,10,shopping beach,beach,autumn,66436.0
10,3,7439,212.1,4,tea,nature,summer,225715.19999999998
7,5,1245,129.5,9,sunset tea lake,mountain,monsoon,46165.0
13,5,2282,441.8,10,hills,city,autumn,157166.0
2,6,983,291.8,10,adventure wildlife,nature,autumn,18799.199999999997
4,3,4193,38.1,10,shopping,mountain,autumn,50773.200000000004
4,3,5117,576.8,12,shopping wildlife,city,autumn,68325.6
2,4,3108,105.7,8,lake sunset heritage,city,monsoon,26555.2
5,1,1315,225.0,5,hills beach,mountain,monsoon,7475.0
5,1,1636,243.2,6,shopping,beach,monsoon,9152.8
11,4,7520,303.9,9,beach tea,mountain,monsoon,335742.4
5,5,6602,475.6,3,beach tea adventure,mountain,summer,174562.0
13,4,7545,23.5,8,food adventure tea,nature,monsoon,392716.0
11,5,4621,560.8,7,tea,city,monsoon,265371.0
13,2,4731,394.7,8,shopping tea beach,city,monsoon,126163.6
2,3,6459,571.4,6,food wildlife beach,heritage,monsoon,45610.8
14,4,5239,494.1,9,tea heritage,city,monsoon,301289.6
9,3,3942,558.1,1,heritage,beach,winter,113131.20000000001
14,1,2901,368.6,9,shopping,beach,monsoon,42088.4
5,1,4295,227.2,10,adventure,city,autumn,22383.8
14,6,1260,276.9,11,tea sunset,heritage,autumn,112485.59999999999
9,4,2185,401.7,12,shopping,mountain,autumn,85087.2
2,2,6109,267.6,5,shopping,heritage,monsoon,26576.8
6,2,7049,444.4,1,heritage food hills,beach,winter,88143.2
2,1,1532,73.3,8,sunset shopping,heritage,monsoon,3357.2
14,6,1497,501.4,2,tea,city,winter,137781.59999999998
5,1,1416,138.4,4,adventure heritage,nature,summer,7633.6
4,5,6499,567.5,9,beach,heritage,monsoon,141330.0
8,2,3040,110.2,8,beach,heritage,monsoon,49521.6
6,3,3152,94.9,8,shopping,city,monsoon,57874.799999999996
2,2,889,490.9,10,heritage adventure lake,nature,autumn,7483.2
12,5,7802,494.8,2,food adventure,mountain,winter,478016.0
12,1,3925,448.5,10,sunset tea,mountain,autumn,48894.0
11,3,6541,577.1,8,tea,mountain,monsoon,222778.19999999998
9,2,5895,176.9,6,lake hills wildlife,beach,monsoon,107525.2
6,2,1820,499.5,6,beach tea sunset,heritage,monsoon,25836.0
8,2,6569,224.2,7,wildlife shopping sunset,mountain,monsoon,106897.6
8,6,4762,331.7,7,food,heritage,monsoon,236536.80000000002
3,3,5151,278.4,5,hills shopping wildlife,beach,monsoon,49699.799999999996
2,3,2242,23.4,3,tea beach lake,mountain,summer,13732.800000000001
4,3,6897,353.2,3,heritage,mountain,summer,87002.4
7,6,7508,453.6,5,shopping,beach,monsoon,326222.4
3,3,3726,121.2,4,tea wildlife adventure,city,summer,34988.399999999994
2,3,1465,560.4,7,lake beach,nature,monsoon,15514.800000000001
12,2,6911,327.6,11,heritage hills wildlife,city,autumn,168484.8
6,2,7189,123.4,2,lake heritage,city,winter,87255.2
9,1,4446,394.6,4,beach,beach,summer,41592.4
8,4,4969,131.3,1,food sunset beach,city,winter,161108.8
11,1,2405,56.8,12,adventure lake tea,beach,autumn,26682.2
11,2,1285,417.5,9,shopping,city,monsoon,31610.0
5,2,7597,84.2,3,lake sunset food,heritage,summer,76643.6
12,2,4277,81.6,5,wildlife food shopping,city,monsoon,103300.8
6,5,2779,449.2,9,beach,nature,monsoon,92354.0
12,4,5791,52.0,12,food,beach,autumn,278800.0
6,6,988,489.7,7,adventure food hills,beach,monsoon,47320.8
2,3,1375,481.8,4,tea hills food,beach,summer,14031.599999999999
11,6,2547,102.0,9,sunset tea,city,monsoon,170550.0
1,1,4044,320.7,9,tea lake hills,nature,monsoon,5326.8
11,4,3440,76.0,8,shopping hills,mountain,monsoon,152576.0
1,5,2148,386.9,1,wildlife sunset hills,beach,winter,18478.0
3,4,3329,56.5,9,lake food,beach,monsoon,40852.0
9,6,3204,567.8,1,lake,mountain,winter,186643.2
14,2,4577,140.5,11,shopping,heritage,autumn,129280.0
6,1,4851,416.1,11,lake,city,autumn,30770.4
2,5,7158,94.4,7,wildlife lake heritage,heritage,monsoon,73468.0
4,1,6608,141.6,8,lake,city,monsoon,26998.4
13,5,2904,281.6,1,sunset shopping,mountain,winter,194392.0
11,5,7299,352.4,11,tea heritage,mountain,autumn,408493.0
2,6,4549,599.3,4,wildlife,heritage,summer,68971.20000000001
6,3,2151,35.0,4,adventure wildlife shopping,beach,summer,39138.0
4,6,3249,20.2,9,lake,city,monsoon,78460.79999999999
3,2,6140,223.2,12,adventure lake beach,heritage,autumn,38625.6
12,3,6716,232.4,6,heritage,beach,monsoon,244564.80000000002
9,1,3493,532.6,7,wildlife sunset,beach,monsoon,33567.4
3,5,1934,549.3,7,lake sunset hills,heritage,monsoon,39996.0
10,5,2181,530.7,4,heritage hills shopping,heritage,summer,119664.0
6,5,1545,103.0,8,sunset lake,mountain,monsoon,48410.0
1,5,5830,259.0,12,wildlife beach,heritage,autumn,34330.0
7,2,4421,452.6,5,sunset,nature,monsoon,65514.8
3,1,4048,201.3,10,adventure heritage sunset,heritage,autumn,12949.2
4,6,5637,404.7,10,adventure tea,nature,autumn,145000.8
13,3,6766,157.5,11,hills wildlife food,nature,autumn,265764.0
10,1,6527,207.6,9,wildlife,mountain,monsoon,66100.4
2,6,1787,519.0,12,wildlife tea hills,beach,autumn,33900.0
12,6,5045,165.3,9,sunset shopping,beach,monsoon,367207.19999999995
9,3,7154,579.3,12,hills,beach,autumn,200109.59999999998
13,5,6371,197.6,9,wildlife sunset,city,monsoon,418067.0
11,1,3171,33.6,11,sunset food,nature,autumn,35015.4
5,1,3627,167.8,11,lake food sunset,mountain,autumn,18806.2
8,2,7209,119.3,12,adventure beach,city,autumn,116298.4
8,4,1036,314.0,8,wildlife hills,city,monsoon,38176.0
11,1,4583,85.4,9,food,mountain,monsoon,50754.6
4,1,1635,383.1,12,lake,mountain,autumn,8072.4
5,5,7241,527.4,5,sunset,nature,monsoon,191573.0
4,5,1078,230.3,2,beach adventure,city,winter,26166.0
5,5,968,117.7,11,lake,heritage,autumn,26554.0
3,5,3168,252.0,8,food hills wildlife,nature,monsoon,52560.0
1,5,2241,475.9,6,adventure food,mountain,monsoon,20723.0
14,4,4367,363.1,9,sunset,mountain,monsoon,250361.6
2,4,2956,78.7,1,food lake,beach,winter,24907.2
13,6,3365,331.6,6,food adventure tea,heritage,monsoon,270428.4
1,3,4867,291.5,4,food,city,summer,18099.0
11,1,4836,209.7,4,sunset lake heritage,heritage,summer,54034.8
5,5,7531,83.9,12,food heritage sunset,mountain,autumn,189953.0
8,2,4260,589.0,7,lake adventure sunset,nature,monsoon,72872.0
4,6,4862,122.1,2,food shopping,city,winter,119618.40000000001
7,3,5681,131.8,5,heritage wildlife shopping,nature,monsoon,120882.59999999999
7,6,2054,104.4,3,wildlife,city,summer,88773.6
8,1,5602,350.7,11,tea shopping,nature,autumn,46218.8
6,4,7005,277.3,4,sunset hills heritage,nature,summer,172556.8
8,3,3090,164.7,5,lake heritage,nature,monsoon,76136.4
12,3,2084,269.1,5,food,mountain,monsoon,78253.20000000001
7,2,3292,410.6,3,adventure heritage,nature,summer,49372.8
6,6,2780,183.4,10,wildlife,mountain,autumn,104481.59999999999
2,3,5013,550.8,7,adventure,heritage,monsoon,36687.600000000006
6,6,7018,197.7,6,tea,heritage,monsoon,257392.80000000002
2,3,5094,134.9,5,heritage food sunset,mountain,monsoon,32182.800000000003
3,1,1703,573.6,9,hills heritage,city,monsoon,7403.4
14,6,3065,490.1,2,shopping hills tea,nature,winter,269222.4
2,2,5763,219.0,12,sunset,city,autumn,24804.0
7,2,3178,508.0,7,heritage wildlife,heritage,monsoon,48556.0
12,6,5022,320.9,3,hills tea food,city,summer,369285.6
14,6,5797,221.1,7,heritage sunset,city,monsoon,492254.39999999997
3,6,3170,507.0,11,heritage,mountain,autumn,69228.0
3,3,5461,456.3,3,food,mountain,summer,54624.600000000006
6,5,3666,192.8,7,tea,city,monsoon,113836.0
8,2,1772,371.9,8,wildlife tea,mountain,monsoon,31327.2
14,5,3479,234.2,10,wildlife,heritage,autumn,248214.0
3,4,3975,20.6,7,sunset,beach,monsoon,48029.6
3,1,817,577.9,9,heritage wildlife tea,city,monsoon,4762.6
4,3,7227,338.8,10,hills wildlife adventure,heritage,autumn,90789.6
13,3,4600,367.1,11,tea shopping,nature,autumn,183805.2
1,2,1061,367.9,5,sunset tea,nature,monsoon,5065.2
6,3,7049,339.4,9,heritage beach tea,heritage,monsoon,130954.79999999999
2,4,6957,188.2,3,shopping,mountain,summer,58667.2
3,1,886,583.5,11,food hills shopping,mountain,autumn,4992.0
13,1,1974,380.6,12,wildlife,mountain,autumn,27184.4
1,5,3419,409.1,4,adventure lake hills,beach,summer,25277.0
5,3,4452,283.8,7,adventure heritage,city,monsoon,70185.6
13,4,6025,187.0,10,heritage adventure tea,heritage,autumn,316292.0
9,4,3855,57.3,1,tea heritage beach,nature,winter,139696.8
2,4,5204,223.1,9,beach,city,monsoon,45201.6
7,3,872,122.1,10,heritage food hills,heritage,autumn,19777.199999999997
14,3,5541,404.0,11,shopping heritage beach,nature,autumn,237570.0
6,5,7390,529.8,3,sunset lake heritage,beach,summer,232296.0
8,6,4588,195.6,10,adventure,nature,autumn,224918.40000000002
8,2,4075,213.1,10,heritage,beach,autumn,66904.8
10,5,2939,408.8,1,beach lake wildlife,heritage,winter,155126.0
3,6,7670,106.6,9,shopping heritage hills,beach,monsoon,140618.40000000002
12,1,1039,559.1,8,shopping,nature,monsoon,14704.4
14,5,2864,231.0,12,heritage,mountain,autumn,205100.0
2,3,1798,78.7,1,lake hills,beach,winter,11732.400000000001
12,6,7037,121.3,12,heritage,nature,autumn,509575.19999999995
12,4,4274,561.0,7,lake sunset food,mountain,monsoon,214128.0
11,6,7441,163.3,4,shopping,mountain,summer,495025.19999999995
6,1,5589,404.1,5,lake beach hills,city,monsoon,35150.4
7,1,4809,110.6,10,wildlife,mountain,autumn,34105.4
12,6,4525,132.6,12,tea,nature,autumn,328982.4
3,4,2259,530.0,4,beach,beach,summer,35588.0
12,4,4846,105.9,12,sunset tea shopping,mountain,autumn,234302.4
13,2,5733,30.9,8,hills tea,mountain,monsoon,149305.2
10,2,7750,310.7,3,adventure tea,heritage,summer,157485.6
5,5,4752,520.4,8,lake shopping heritage,beach,monsoon,129208.0
8,2,7559,209.1,10,hills,city,autumn,122616.8
1,4,7600,94.3,1,tea lake beach,beach,winter,31908.8
14,2,4562,589.7,1,beach,heritage,winter,132453.6
5,2,3962,412.5,1,shopping hills wildlife,beach,winter,42920.0
1,1,1827,513.4,7,beach hills tea,city,monsoon,3880.6
12,6,2733,456.2,1,wildlife hills,heritage,winter,207724.80000000002
10,6,7129,425.0,12,tea adventure,city,autumn,437940.0
9,1,1795,243.0,2,hills beach lake,city,winter,17127.0
1,3,3658,208.1,1,sunset,city,winter,13471.199999999999
11,4,5830,435.8,4,wildlife hills,heritage,summer,263492.8
9,3,2532,435.7,10,sunset adventure hills,city,autumn,73592.4
12,5,7813,571.3,11,adventure heritage sunset,beach,autumn,480206.0
12,2,5476,349.8,4,lake sunset beach,heritage,summer,134222.4
3,1,1004,190.9,7,shopping adventure,city,monsoon,3775.6
3,3,2579,303.9,10,shopping lake,mountain,autumn,26857.800000000003
13,4,6131,376.0,10,adventure food sunset,city,autumn,324828.0
8,2,7014,267.5,2,lake adventure wildlife,nature,winter,114364.0
7,5,7473,478.9,11,hills heritage tea,nature,autumn,271133.0
5,1,6928,359.1,11,food tea,mountain,autumn,36076.4
9,1,1338,25.5,9,wildlife beach,beach,monsoon,12144.0
11,4,6053,350.5,7,lake,city,monsoon,271940.0
1,4,1593,387.5,5,food heritage,heritage,monsoon,12572.0
8,2,1351,550.9,11,beach wildlife,nature,autumn,26023.2
14,2,5782,260.0,11,hills adventure,city,autumn,163976.0
4,1,4242,353.2,7,food,beach,monsoon,18380.8
4,4,5465,295.5,9,shopping,heritage,monsoon,92168.0
13,3,6930,328.4,5,shopping,nature,monsoon,274210.80000000005
1,1,1295,59.0,9,beach,heritage,monsoon,1531.0
6,3,4598,540.4,2,hills,beach,winter,89248.79999999999
7,6,6807,548.0,11,tea hills,heritage,autumn,299046.0
12,2,3970,337.9,7,food hills lake,heritage,monsoon,97983.2
2,6,4568,342.8,8,lake hills wildlife,city,monsoon,63043.200000000004
7,2,4384,53.4,3,food,mountain,summer,61803.2
3,2,7331,366.8,7,shopping food sunset,beach,monsoon,46920.4
12,2,1159,268.9,1,shopping,beach,winter,29967.2
9,2,7121,431.2,11,wildlife shopping sunset,beach,autumn,131627.6
7,1,6677,47.3,9,hills,mountain,monsoon,46928.2
6,4,6650,432.3,6,wildlife beach sunset,city,monsoon,166516.8
3,3,3768,186.4,11,heritage sunset,beach,autumn,36148.8
13,5,4514,398.0,10,wildlife lake,beach,autumn,301370.0
10,3,3456,383.7,2,shopping heritage beach,beach,winter,108284.40000000001
5,3,2612,151.6,1,hills tea,mountain,winter,40999.2
6,3,7103,275.5,4,food shopping hills,heritage,summer,131160.0
11,1,4443,504.7,1,beach,mountain,winter,50891.8
11,5,6008,371.2,7,lake,nature,monsoon,337864.0
7,1,1525,59.9,7,beach lake,mountain,monsoon,10914.6
5,5,6480,276.9,7,shopping hills,city,monsoon,167538.0
10,6,5543,200.8,1,wildlife beach adventure,beach,winter,337399.19999999995
10,5,7982,392.2,12,hills lake,mountain,autumn,406944.0
9,3,1764,376.4,12,beach lake food,nature,autumn,52144.799999999996
2,2,4688,26.0,8,hills shopping heritage,city,monsoon,18960.0
7,6,4480,372.5,1,wildlife heritage tea,nature,winter,197100.0
9,2,4676,446.2,5,heritage beach,beach,monsoon,87737.6
14,3,1191,465.9,9,tea,nature,monsoon,55612.799999999996
8,5,4206,54.2,9,shopping hills heritage,mountain,monsoon,169324.0
5,6,2956,196.1,3,adventure wildlife hills,mountain,summer,93386.4
8,6,5244,264.3,10,tea,city,autumn,258055.19999999998
3,1,2470,124.3,12,heritage sunset shopping,city,autumn,7907.2
2,6,3932,264.0,7,tea,mountain,monsoon,53520.0
10,1,5264,61.3,5,beach wildlife hills,nature,monsoon,52885.2
14,4,1261,85.7,7,tea shopping,nature,monsoon,71987.2
12,6,6464,407.8,1,wildlife hills,city,winter,475195.19999999995
9,4,5953,172.3,7,hills lake tea,city,monsoon,217064.8
1,6,1212,432.6,1,sunset beach,mountain,winter,17654.4
14,3,1266,47.9,1,heritage lake hills,beach,winter,53746.799999999996
7,2,6922,346.4,7,beach shopping tea,beach,monsoon,99679.2
5,2,2839,247.0,7,shopping heritage,beach,monsoon,30366.0
13,3,6997,482.2,12,shopping tea sunset,heritage,autumn,278669.4
11,5,4394,474.7,7,sunset heritage adventure,heritage,monsoon,251164.0
11,3,3264,237.8,12,sunset,city,autumn,110565.59999999999
4,5,2769,381.2,10,wildlife,beach,autumn,63004.0
14,3,5544,152.0,5,food hills lake,beach,monsoon,234672.0
7,2,1590,356.6,12,adventure lake,beach,autumn,25112.8
8,2,3698,67.1,6,lake sunset adventure,heritage,monsoon,59704.8
11,4,3290,272.1,8,food,beach,monsoon,149113.6
10,6,1910,126.0,2,sunset food,heritage,winter,117624.0
3,6,3340,532.4,3,adventure hills shopping,city,summer,72897.6
5,2,4606,278.0,7,tea lake,beach,monsoon,48284.0
6,3,5678,362.6,4,hills beach,heritage,summer,106555.20000000001
14,5,1421,229.0,8,wildlife beach food,nature,monsoon,104050.0
11,4,7081,187.5,1,sunset hills,city,winter,314564.0
6,1,7124,137.7,4,sunset wildlife hills,mountain,summer,43294.8
11,4,5782,548.9,8,shopping,mountain,monsoon,263190.4
11,1,7454,483.7,8,wildlife hills food,beach,monsoon,83928.8
6,1,3881,97.3,12,lake heritage sunset,heritage,autumn,23675.2
6,4,6715,453.1,11,wildlife,city,autumn,168409.6
13,1,6036,262.7,10,shopping,beach,autumn,79518.8
8,3,4850,28.9,1,beach heritage,nature,winter,116746.79999999999
3,4,2092,326.5,8,adventure sunset shopping,heritage,monsoon,30328.0
11,4,4814,95.4,3,lake wildlife,heritage,summer,213342.4
9,3,7289,141.8,4,hills,city,summer,198504.59999999998
8,1,7889,423.7,3,hills beach,heritage,summer,64806.8
11,5,4026,169.1,6,heritage food,city,monsoon,224812.0
13,6,2584,537.3,2,heritage shopping hills,city,winter,214447.19999999998
5,6,6182,401.2,7,wildlife,city,monsoon,195088.8
6,5,1346,502.7,2,hills,nature,winter,50434.0
3,3,1887,376.8,7,shopping,nature,monsoon,21504.6
10,6,4845,523.9,8,beach adventure heritage,nature,monsoon,303273.6
6,3,7929,229.8,3,wildlife lake,city,summer,145479.59999999998
5,1,3167,338.5,2,beach,mountain,winter,17189.0
10,6,3991,319.2,10,sunset wildlife,heritage,autumn,247120.80000000002
6,2,3120,544.2,9,beach hills,heritage,monsoon,41793.6
7,6,3971,115.7,4,hills food adventure,beach,summer,169558.8
7,3,851,355.3,11,tea,nature,autumn,22134.6
4,6,5082,457.6,3,adventure beach sunset,beach,summer,132950.40000000002
2,4,5092,234.6,12,hills adventure,heritage,autumn,44489.6
12,3,3072,523.2,2,food shopping,nature,winter,116870.40000000001
2,2,2701,236.3,8,hills lake,mountain,monsoon,12694.4
5,6,6283,120.5,1,food lake,beach,winter,191382.0
10,1,2152,358.7,3,hills,beach,summer,22954.8
2,3,1138,263.9,5,hills adventure wildlife,heritage,monsoon,9994.8
10,3,1091,28.8,2,lake adventure beach,city,winter,33075.600000000006
11,4,7148,60.5,6,wildlife,mountain,monsoon,315480.0
10,2,3423,133.3,3,food,city,summer,69526.4
5,4,1533,466.2,2,tea,nature,winter,38119.2
1,3,7128,537.4,12,shopping,mountain,autumn,27832.800000000003
13,2,1870,336.5,12,heritage hills,nature,autumn,51312.0
5,2,3224,81.2,12,wildlife heritage,heritage,autumn,32889.6
12,5,948,330.0,2,tea sunset hills,city,winter,63480.0
3,2,5689,516.3,5,heritage hills tea,nature,monsoon,38264.4
3,2,5834,454.7,4,heritage adventure,mountain,summer,38641.6
11,4,6247,188.8,4,wildlife sunset adventure,heritage,summer,277888.8
14,2,2693,91.9,5,adventure shopping tea,nature,monsoon,76139.2
13,3,3162,542.4,7,sunset lake,mountain,monsoon,129826.79999999999
11,2,7554,515.4,6,shopping hills heritage,nature,monsoon,170311.2
4,3,6715,51.2,4,heritage lake sunset,nature,summer,81194.4
13,5,1067,497.7,12,wildlife lake,beach,autumn,79309.0
10,4,5781,76.4,12,hills,beach,autumn,232462.4
3,6,6651,56.7,4,hills,heritage,summer,121078.79999999999
2,5,4826,460.0,3,beach,beach,summer,57460.0
13,1,5407,331.1,7,sunset,nature,monsoon,71615.4
4,3,807,260.4,5,food,heritage,monsoon,12808.800000000001
11,2,1016,544.2,12,lake,mountain,autumn,26705.6
2,4,1052,506.8,6,adventure,mountain,monsoon,16524.8
4,2,1944,53.4,1,shopping lake,city,winter,15979.2
4,6,7934,377.3,2,shopping wildlife lake,beach,winter,199471.19999999998
4,2,5367,467.9,1,heritage beach shopping,heritage,winter,46679.2
10,4,6432,339.3,5,shopping wildlife beach,beach,monsoon,262708.8
13,1,2928,590.1,4,hills tea beach,city,summer,40424.4
13,6,7550,417.9,11,lake hills,nature,autumn,598929.6000000001
11,6,2232,80.4,11,shopping hills,beach,autumn,149241.59999999998
3,5,7296,135.0,2,food,heritage,winter,112140.0
14,3,1021,499.2,12,wildlife heritage sunset,beach,autumn,48872.399999999994
8,1,947,598.1,8,adventure,mountain,monsoon,9968.4
8,5,1368,77.0,4,tea wildlife shopping,nature,summer,56260.0
10,3,6501,78.2,5,adventure tea,heritage,monsoon,195968.40000000002
11,6,2653,462.8,6,heritage tea,nature,monsoon,186205.2
14,5,4048,57.3,3,sunset adventure,city,summer,284506.0
9,4,4193,59.8,11,shopping heritage,nature,autumn,151904.8
9,6,6484,535.5,1,adventure shopping,mountain,winter,362988.0
11,5,3310,484.3,1,tea beach sunset,mountain,winter,191736.0
4,3,848,531.3,4,sunset beach,city,summer,16551.6
5,1,3582,397.3,2,beach lake,heritage,winter,19499.2
9,1,2875,207.1,1,sunset beach heritage,beach,winter,26703.4
1,3,6062,545.7,5,food sunset tea,heritage,monsoon,24734.399999999998
5,4,6209,193.3,5,adventure,nature,monsoon,127272.8
11,1,1462,179.8,2,lake shopping wildlife,mountain,winter,16801.2
14,1,6509,534.1,10,adventure,beach,autumn,93262.4
8,5,1307,414.9,11,wildlife,city,autumn,60578.0
6,5,5261,539.5,9,adventure beach tea,beach,monsoon,168620.0
7,1,3602,110.4,7,beach,city,monsoon,25655.6
10,4,2969,572.3,12,adventure beach,beach,autumn,127916.8
8,1,4278,375.4,5,shopping sunset adventure,nature,monsoon,35725.6
1,5,3034,407.5,6,food heritage,beach,monsoon,23320.0
8,6,6515,550.2,1,hills lake,nature,winter,325924.80000000005
6,6,7760,240.8,9,food shopping tea,city,monsoon,285139.19999999995
10,4,6673,437.4,2,tea heritage shopping,nature,winter,273918.4
13,4,3962,391.4,8,shopping beach lake,nature,monsoon,212286.4
14,6,4423,476.9,10,wildlife hills shopping,beach,autumn,382977.6
9,4,4019,540.2,3,lake heritage beach,city,summer,153327.2
6,3,6513,414.4,8,wildlife adventure,mountain,monsoon,122206.79999999999
7,5,4776,59.2,4,heritage sunset lake,nature,summer,168344.0
3,4,4170,126.2,5,tea wildlife adventure,city,monsoon,52059.2
14,6,3748,573.3,7,beach sunset,heritage,monsoon,328591.19999999995
12,4,3500,581.8,3,sunset tea,heritage,summer,177308.8
12,6,4779,581.1,10,lake,beach,autumn,358034.4
5,1,5760,41.3,5,hills heritage lake,nature,monsoon,28965.2
5,1,3912,241.8,6,lake tea heritage,nature,monsoon,20527.2
12,1,6607,460.6,10,tea food,beach,autumn,81126.4
8,4,6752,456.7,3,heritage,mountain,summer,223371.2
10,5,3889,69.8,6,beach lake,city,monsoon,195846.0
7,2,7345,373.5,12,beach food,city,autumn,105818.0
7,1,2045,102.9,5,adventure,city,monsoon,14726.6
9,6,7511,306.1,2,beach tea adventure,city,winter,412940.39999999997
12,5,2917,159.0,4,food lake,city,summer,178200.0
5,4,4862,50.8,12,beach hills lake,beach,autumn,98052.8
12,3,2841,66.4,10,hills,city,autumn,103072.79999999999
4,3,3983,548.3,10,tea,heritage,autumn,54375.600000000006
6,1,3248,451.9,4,wildlife heritage,city,summer,21295.6
13,2,5877,560.5,11,adventure shopping,heritage,autumn,157286.0
14,6,1384,292.6,5,beach shopping food,beach,monsoon,123278.40000000001
13,3,6835,259.7,10,shopping food wildlife,nature,autumn,269681.4
5,5,7307,227.9,11,wildlife heritage food,heritage,autumn,187233.0
12,5,4853,377.5,3,shopping,beach,summer,298730.0
14,2,4740,223.9,12,hills beach,nature,autumn,134511.2
14,2,5839,452.8,8,lake food,heritage,monsoon,167114.4
1,5,2233,484.8,9,sunset food heritage,nature,monsoon,20861.0
11,1,6198,528.0,10,lake,heritage,autumn,70290.0
14,3,2374,160.8,3,adventure,beach,summer,101637.59999999999
11,6,5670,325.7,9,heritage tea sunset,mountain,monsoon,382036.80000000005
4,5,3000,149.6,3,heritage,city,summer,62992.0
11,5,6172,41.8,4,heritage hills,nature,summer,340296.0
2,1,6495,430.5,2,wildlife shopping heritage,beach,winter,14712.0
7,2,2302,338.4,3,heritage,beach,summer,34935.2
9,2,5245,439.9,12,sunset hills heritage,nature,autumn,97929.2
7,2,4388,70.8,4,tea lake hills,city,summer,61998.4
10,2,2917,597.4,5,shopping beach wildlife,beach,monsoon,63119.2
4,6,5035,596.7,6,shopping,beach,monsoon,135160.8
9,1,7947,289.7,9,tea heritage,mountain,monsoon,72681.8
10,5,817,522.3,7,sunset shopping wildlife,mountain,monsoon,51296.0
9,4,7689,161.3,7,shopping lake hills,beach,monsoon,279384.8
5,4,6962,447.8,11,lake hills,mountain,autumn,146404.8
5,2,4611,530.0,6,adventure heritage hills,heritage,monsoon,50350.0
4,2,5192,492.5,10,lake,city,autumn,45476.0
7,4,3458,490.8,11,sunset food heritage,mountain,autumn,104676.8
